algorithm,seed,iteration,PTNR,gain,null_depth,lr_step,offset_changes
Fixed (Baseline),0,102,23.233675334113734,31.296315792147208,8.062640458033476,0.002593742460100002,0
Fixed (Baseline),0,103,23.24252663498053,31.29555087251422,8.053024237533693,0.0028531167061100022,0
Fixed (Baseline),0,104,23.252349389702974,31.294736690971753,8.042387301268779,0.003138428376721003,0
Fixed (Baseline),0,105,23.264717660625287,31.293915618450804,8.029197957825515,0.0034522712143931033,0
Fixed (Baseline),0,106,23.28210073123428,31.29251763440855,8.010416903174272,0.003797498335832414,0
Fixed (Baseline),0,107,23.2979337220345,31.291337315811848,7.993403593777347,0.004177248169415656,0
Fixed (Baseline),0,108,22.183052356467034,31.393196743924637,9.210144387457603,0.004594972986357222,0
Fixed (Baseline),0,109,22.209799282778512,31.394236401609508,9.184437118830994,0.002297486493178611,0
Fixed (Baseline),0,110,22.230139259438843,31.393433877626503,9.163294618187662,0.002527235142496472,0
Fixed (Baseline),0,111,22.244814263332458,31.39230886046775,9.147494597135292,0.0027799586567461196,0
Fixed (Baseline),0,112,22.254302305751715,31.391861723354,9.137559417602288,0.003057954522420732,0
Fixed (Baseline),0,113,22.268068998562363,31.39170261217444,9.123633613612077,0.0033637499746628054,0
Fixed (Baseline),0,114,22.284196216151845,31.391520594565904,9.10732437841406,0.0037001249721290864,0
Fixed (Baseline),0,115,22.299163838339595,31.391478760489772,9.092314922150178,0.0040701374693419955,0
Fixed (Baseline),0,116,22.314147763398367,31.3915018313603,9.077354067961934,0.004477151216276195,0
Fixed (Baseline),0,117,22.356826584510593,31.385973745855704,9.02914716134511,0.004924866337903815,0
Fixed (Baseline),0,118,22.37089987859384,31.38475142213113,9.013851543537292,0.0024624331689519076,0
Fixed (Baseline),0,119,22.3617373171395,31.386165684106576,9.024428366967074,0.0012312165844759538,0
Fixed (Baseline),0,120,22.366406214923785,31.38597652388161,9.019570308957823,0.0013543382429235492,0
Fixed (Baseline),0,121,22.372194346789676,31.386000320139125,9.01380597334945,0.0014897720672159042,0
Fixed (Baseline),0,122,22.37825641357834,31.386024386790318,9.007767973211974,0.0016387492739374948,0
Fixed (Baseline),0,123,22.38458644012333,31.386048382318936,9.00146194219561,0.0018026242013312443,0
Fixed (Baseline),0,124,22.391196977187214,31.386067741839838,8.994870764652626,0.001982886621464369,0
Fixed (Baseline),0,125,22.396834906476162,31.385601144313213,8.988766237837051,0.002181175283610806,0
Fixed (Baseline),0,126,22.403386812067815,31.385396946609298,8.982010134541484,0.0023992928119718868,0
Fixed (Baseline),0,127,22.410734336213366,31.38537818289537,8.974643846682005,0.002639222093169076,0
Fixed (Baseline),0,128,22.40984607628269,31.38347322206355,8.973627145780862,0.0029031443024859836,0
Fixed (Baseline),0,129,22.418011871698322,31.383397033791553,8.96538516209323,0.0031934587327345824,0
Fixed (Baseline),0,130,22.426511321963773,31.38328937505844,8.956778053094665,0.003512804606008041,0
Fixed (Baseline),0,131,22.43384657718888,31.38266955734137,8.948822980152489,0.0038640850666088454,0
Fixed (Baseline),0,132,22.442273146254628,31.382271939649748,8.939998793395121,0.0042504935732697305,0
Fixed (Baseline),0,133,22.48918859618663,31.377315760260753,8.888127164074126,0.004675542930596704,0
Fixed (Baseline),0,134,22.50423148458617,31.37580484205559,8.871573357469417,0.002337771465298352,0
Fixed (Baseline),0,135,22.495779783766366,31.37765147478939,8.881871691023024,0.001168885732649176,0
Fixed (Baseline),0,136,22.50169795483584,31.37783664375465,8.876138688918811,0.0012857743059140937,0
Fixed (Baseline),0,137,22.507640622360068,31.377994806452023,8.870354184091955,0.0014143517365055032,0
Fixed (Baseline),0,138,22.517683307802137,31.378676545540806,8.86099323773867,0.0015557869101560536,0
Fixed (Baseline),0,139,22.523665960961807,31.37878515171653,8.855119190754726,0.0017113656011716592,0
Fixed (Baseline),0,140,22.527373512882953,31.378383285533182,8.851009772650231,0.0018825021612888253,0
Fixed (Baseline),0,141,22.532260728227005,31.37820832015158,8.845947591924574,0.002070752377417708,0
Fixed (Baseline),0,142,22.53652863840925,31.379227909588625,8.842699271179375,0.002277827615159479,0
Fixed (Baseline),0,143,22.539946588109785,31.38061494375812,8.840668355648335,0.002505610376675427,0
Fixed (Baseline),0,144,22.543328571642594,31.381914362137074,8.83858579049448,0.00275617141434297,0
Fixed (Baseline),0,145,22.551579144145325,31.383464452913927,8.831885308768602,0.003031788555777267,0
Fixed (Baseline),0,146,22.553975127610244,31.3842531133867,8.830277985776455,0.0033349674113549942,0
Fixed (Baseline),0,147,22.56084539018532,31.385404765132833,8.824559374947514,0.003668464152490494,0
Fixed (Baseline),0,148,22.565759916262998,31.38644134644188,8.820681430178885,0.004035310567739544,0
Fixed (Baseline),0,149,22.573742868986457,31.387566766770647,8.813823897784191,0.004438841624513499,0
Fixed (Baseline),0,150,22.61137271359641,31.38175649057886,8.77038377698245,0.004882725786964849,0
Fixed (Baseline),1,1,24.93881313677624,33.31712651519191,8.378313378415669,0.05,0
Fixed (Baseline),1,2,19.955291005708077,32.46395819752973,12.50866719182165,0.025,0
Fixed (Baseline),1,3,18.678754239555516,32.29880499050314,13.620050750947627,0.0125,0
Fixed (Baseline),1,4,19.970344271757575,32.081443853804444,12.111099582046867,0.00625,0
Fixed (Baseline),1,5,20.062441836775392,31.66693950322586,11.604497666450468,0.003125,0
Fixed (Baseline),1,6,18.592837380071586,31.505533029494792,12.912695649423206,0.0015625,0
Fixed (Baseline),1,7,18.476653320955904,31.526292373007976,13.04963905205207,0.0017187500000000002,0
Fixed (Baseline),1,8,18.294730537873285,31.534169227340236,13.239438689466953,0.0018906250000000004,0
Fixed (Baseline),1,9,18.241922416229833,31.552476473921317,13.310554057691483,0.0020796875000000004,0
Fixed (Baseline),1,10,18.316313899276796,31.566891283360942,13.250577384084146,0.0022876562500000006,0
Fixed (Baseline),1,11,18.397819869809076,31.57395979444523,13.176139924636152,0.002516421875000001,0
Fixed (Baseline),1,12,18.55471448057432,31.579517772051034,13.024803291476713,0.002768064062500001,0
Fixed (Baseline),1,13,18.75003737210337,31.58553730439114,12.835499932287766,0.0030448704687500014,0
Fixed (Baseline),1,14,18.961269968116333,31.590573374905752,12.629303406789417,0.0033493575156250018,0
Fixed (Baseline),1,15,19.11427702409535,31.596305987024884,12.482028962929533,0.003684293267187502,0
Fixed (Baseline),1,16,19.24409462459538,31.602646173172264,12.358551548576884,0.004052722593906252,0
Fixed (Baseline),1,17,19.39507516303466,31.609919249533405,12.214844086498745,0.0044579948532968774,0
Fixed (Baseline),1,18,19.659454010771455,31.61306341138282,11.953609400611365,0.0049037943386265655,0
Fixed (Baseline),1,19,19.911243712835144,31.61370793553551,11.702464222700362,0.005394173772489222,0
Fixed (Baseline),1,20,20.101526708339563,31.618497653845946,11.516970945506381,0.005933591149738145,0
Fixed (Baseline),1,21,20.209784593919018,31.61622524955531,11.406440655636294,0.00652695026471196,0
Fixed (Baseline),1,22,20.41891218085668,31.61124351704924,11.192331336192561,0.007179645291183157,0
Fixed (Baseline),1,23,20.683954424116266,31.606363922768974,10.922409498652707,0.007897609820301472,0
Fixed (Baseline),1,24,20.917321217437266,31.588486117310328,10.671164899873062,0.008687370802331621,0
Fixed (Baseline),1,25,21.155176686882704,31.567550632220748,10.412373945338045,0.009556107882564785,0
Fixed (Baseline),1,26,21.43124199251128,31.545252904176774,10.114010911665495,0.010511718670821265,0
Fixed (Baseline),1,27,21.89866892989529,31.52051054480153,9.621841614906241,0.011562890537903391,0
Fixed (Baseline),1,28,22.443302260319676,31.48538440835532,9.042082148035643,0.012719179591693731,0
Fixed (Baseline),1,29,22.61934659109442,31.472944139495684,8.853597548401265,0.0063595897958468655,0
Fixed (Baseline),1,30,22.619830748637156,31.47018876631997,8.850358017682813,0.0031797948979234328,0
Fixed (Baseline),1,31,22.809410457485846,31.464531144151483,8.655120686665638,0.0034977743877157765,0
Fixed (Baseline),1,32,22.87336155218832,31.456492104807978,8.583130552619656,0.0038475518264873545,0
Fixed (Baseline),1,33,22.910963452583538,31.446915466198554,8.535952013615015,0.004232307009136091,0
Fixed (Baseline),1,34,22.972090080915592,31.43660684755718,8.464516766641585,0.0046555377100497,0
Fixed (Baseline),1,35,22.9642990815531,31.422558241190632,8.458259159637532,0.00512109148105467,0
Fixed (Baseline),1,36,23.027845253505802,31.41156945417176,8.383724200665961,0.005633200629160138,0
Fixed (Baseline),1,37,23.01135312761576,31.401332691346155,8.389979563730396,0.006196520692076152,0
Fixed (Baseline),1,38,23.042143175436387,31.39238224766984,8.350239072233455,0.0068161727612837675,0
Fixed (Baseline),1,39,23.04590345191236,31.372672875278308,8.326769423365949,0.007497790037412144,0
Fixed (Baseline),1,40,23.024894991319528,31.368874715360036,8.343979724040507,0.003748895018706072,0
Fixed (Baseline),1,41,22.946193596244505,31.367815980159573,8.421622383915066,0.001874447509353036,0
Fixed (Baseline),1,42,22.87590249162275,31.367611622660764,8.491709131038014,0.00206189226028834,0
Fixed (Baseline),1,43,22.823244868834735,31.368560092397665,8.545315223562929,0.0022680814863171744,0
Fixed (Baseline),1,44,22.767149644182716,31.363587549243086,8.596437905060368,0.002494889634948892,0
Fixed (Baseline),1,45,22.749315118298036,31.36054061298083,8.611225494682797,0.0027443785984437815,0
Fixed (Baseline),1,46,22.751737174580555,31.35938390263357,8.607646728053016,0.0030188164582881597,0
Fixed (Baseline),1,47,22.709693493120902,31.35739473168026,8.647701238559355,0.003320698104116976,0
Fixed (Baseline),1,48,22.690799139365314,31.351386626680817,8.660587487315503,0.0036527679145286736,0
Fixed (Baseline),1,49,22.675163600235642,31.345967989617705,8.670804389382063,0.004018044705981542,0
Fixed (Baseline),1,50,22.682416119242625,31.341656084945303,8.659239965702676,0.004419849176579696,0
Fixed (Baseline),1,51,22.697388747903325,31.33118513213748,8.633796384234156,0.004861834094237666,0
Fixed (Baseline),1,52,22.690644700928274,31.330710338956074,8.6400656380278,0.002430917047118833,0
Fixed (Baseline),1,53,22.670116701913713,31.337301054759955,8.667184352846244,0.0012154585235594165,0
Fixed (Baseline),1,54,22.652888766804182,31.340461482902057,8.687572716097876,0.0013370043759153582,0
Fixed (Baseline),1,55,22.634612971337518,31.344064253509632,8.709451282172116,0.0014707048135068942,0
Fixed (Baseline),1,56,22.617638226669946,31.347615653570337,8.729977426900392,0.0016177752948575838,0
Fixed (Baseline),1,57,22.602045375614182,31.351115959587684,8.7490705839735,0.0017795528243433423,0
Fixed (Baseline),1,58,22.591534255134,31.354698973891576,8.763164718757576,0.0019575081067776767,0
Fixed (Baseline),1,59,22.578263108060803,31.35806107666867,8.779797968607864,0.0021532589174554444,0
Fixed (Baseline),1,60,22.589912794067665,31.358464357276826,8.768551563209163,0.002368584809200989,0
Fixed (Baseline),1,61,22.612542444832627,31.35761828564081,8.745075840808182,0.0026054432901210884,0
Fixed (Baseline),1,62,22.636156226685657,31.35677087581161,8.72061464912595,0.0028659876191331974,0
Fixed (Baseline),1,63,22.660842295091012,31.35591714974801,8.695074854656998,0.0031525863810465174,0
Fixed (Baseline),1,64,22.68703496015723,31.355241265580617,8.668206305423386,0.0034678450191511696,0
Fixed (Baseline),1,65,22.714336100164154,31.35461461424861,8.640278514084457,0.003814629521066287,0
Fixed (Baseline),1,66,22.74456204004626,31.354169922445454,8.609607882399194,0.004196092473172916,0
Fixed (Baseline),1,67,22.776784982862097,31.345796294331493,8.569011311469394,0.004615701720490208,0
Fixed (Baseline),1,68,22.78072397887669,31.346439861452616,8.565715882575926,0.002307850860245104,0
Fixed (Baseline),1,69,22.785522058877078,31.351340593226116,8.565818534349038,0.001153925430122552,0
Fixed (Baseline),1,70,22.78979675420272,31.349816999119543,8.560020244916826,0.0012693179731348074,0
Fixed (Baseline),1,71,22.78455068835973,31.348526563283798,8.563975874924068,0.0013962497704482883,0
Fixed (Baseline),1,72,22.77921536403089,31.34756723982679,8.5683518757959,0.0015358747474931173,0
Fixed (Baseline),1,73,22.770831657779134,31.345436744429094,8.574605086649962,0.0016894622222424292,0
Fixed (Baseline),1,74,22.75906321443353,31.34316628718874,8.584103072755207,0.0018584084444666722,0
Fixed (Baseline),1,75,22.774872109335448,31.341145076066145,8.566272966730699,0.0020442492889133396,0
Fixed (Baseline),1,76,22.793048213480567,31.339966430020382,8.546918216539817,0.0022486742178046736,0
Fixed (Baseline),1,77,22.800090566999565,31.33865913403723,8.538568567037666,0.002473541639585141,0
Fixed (Baseline),1,78,22.798577183984605,31.335584282207773,8.53700709822317,0.0027208958035436553,0
Fixed (Baseline),1,79,22.799510901523995,31.33317269829636,8.533661796772366,0.002992985383898021,0
Fixed (Baseline),1,80,22.805053112185306,31.331584364391464,8.52653125220616,0.0032922839222878234,0
Fixed (Baseline),1,81,22.848550039615226,31.32825865649377,8.479708616878543,0.003621512314516606,0
Fixed (Baseline),1,82,22.870519917385437,31.325569337206012,8.455049419820577,0.003983663545968266,0
Fixed (Baseline),1,83,22.921514860943503,31.321507523953585,8.399992663010083,0.004382029900565094,0
Fixed (Baseline),1,84,22.941243958998015,31.318382701531323,8.377138742533306,0.002191014950282547,0
Fixed (Baseline),1,85,22.94044980060827,31.32134024122184,8.38089044061357,0.0010955074751412735,0
Fixed (Baseline),1,86,22.955763076846253,31.319439044140267,8.363675967294016,0.0012050582226554008,0
Fixed (Baseline),1,87,22.971858803415948,31.317600174446657,8.34574137103071,0.0013255640449209409,0
Fixed (Baseline),1,88,22.988266313563727,31.315798386734045,8.327532073170318,0.001458120449413035,0
Fixed (Baseline),1,89,22.99765929109908,31.313780750689794,8.316121459590715,0.0016039324943543387,0
Fixed (Baseline),1,90,23.008208904172577,31.311835151461075,8.303626247288499,0.0017643257437897728,0
Fixed (Baseline),1,91,23.096962006184523,31.310402366605963,8.21344036042144,0.0019407583181687501,0
Fixed (Baseline),1,92,23.12557620204674,31.311664375396674,8.186088173349933,0.001,0
Fixed (Baseline),1,93,23.145310777817762,31.31049775682987,8.16518697901211,0.0011,0
Fixed (Baseline),1,94,23.165494118859073,31.309396794138745,8.143902675279673,0.0012100000000000001,0
Fixed (Baseline),1,95,23.189260309563927,31.30808216741544,8.11882185785151,0.0013310000000000002,0
Fixed (Baseline),1,96,23.21433470333468,31.30579594775517,8.091461244420492,0.0014641000000000003,0
Fixed (Baseline),1,97,23.21228381060156,31.30444182156618,8.09215801096462,0.0016105100000000005,0
Fixed (Baseline),1,98,23.213504507305686,31.3030721631384,8.089567655832711,0.0017715610000000007,0
Fixed (Baseline),1,99,23.22512908403776,31.300800554783933,8.075671470746174,0.0019487171000000009,0
Fixed (Baseline),1,100,23.215572854874196,31.298156819163474,8.08258396428928,0.002143588810000001,0
Fixed (Baseline),1,101,23.224238146020195,31.297099120136558,8.072860974116363,0.0023579476910000016,0
Fixed (Baseline),1,102,23.233675334113734,31.296315792147208,8.062640458033476,0.002593742460100002,0
Fixed (Baseline),1,103,23.24252663498053,31.29555087251422,8.053024237533693,0.0028531167061100022,0
Fixed (Baseline),1,104,23.252349389702974,31.294736690971753,8.042387301268779,0.003138428376721003,0
Fixed (Baseline),1,105,23.264717660625287,31.293915618450804,8.029197957825515,0.0034522712143931033,0
Fixed (Baseline),1,106,23.28210073123428,31.29251763440855,8.010416903174272,0.003797498335832414,0
Fixed (Baseline),1,107,23.2979337220345,31.291337315811848,7.993403593777347,0.004177248169415656,0
Fixed (Baseline),1,108,22.183052356467034,31.393196743924637,9.210144387457603,0.004594972986357222,0
Fixed (Baseline),1,109,22.209799282778512,31.394236401609508,9.184437118830994,0.002297486493178611,0
Fixed (Baseline),1,110,22.230139259438843,31.393433877626503,9.163294618187662,0.002527235142496472,0
Fixed (Baseline),1,111,22.244814263332458,31.39230886046775,9.147494597135292,0.0027799586567461196,0
Fixed (Baseline),1,112,22.254302305751715,31.391861723354,9.137559417602288,0.003057954522420732,0
Fixed (Baseline),1,113,22.268068998562363,31.39170261217444,9.123633613612077,0.0033637499746628054,0
Fixed (Baseline),1,114,22.284196216151845,31.391520594565904,9.10732437841406,0.0037001249721290864,0
Fixed (Baseline),1,115,22.299163838339595,31.391478760489772,9.092314922150178,0.0040701374693419955,0
Fixed (Baseline),1,116,22.314147763398367,31.3915018313603,9.077354067961934,0.004477151216276195,0
Fixed (Baseline),1,117,22.356826584510593,31.385973745855704,9.02914716134511,0.004924866337903815,0
Fixed (Baseline),1,118,22.37089987859384,31.38475142213113,9.013851543537292,0.0024624331689519076,0
Fixed (Baseline),1,119,22.3617373171395,31.386165684106576,9.024428366967074,0.0012312165844759538,0
Fixed (Baseline),1,120,22.366406214923785,31.38597652388161,9.019570308957823,0.0013543382429235492,0
Fixed (Baseline),1,121,22.372194346789676,31.386000320139125,9.01380597334945,0.0014897720672159042,0
Fixed (Baseline),1,122,22.37825641357834,31.386024386790318,9.007767973211974,0.0016387492739374948,0
Fixed (Baseline),1,123,22.38458644012333,31.386048382318936,9.00146194219561,0.0018026242013312443,0
Fixed (Baseline),1,124,22.391196977187214,31.386067741839838,8.994870764652626,0.001982886621464369,0
Fixed (Baseline),1,125,22.396834906476162,31.385601144313213,8.988766237837051,0.002181175283610806,0
Fixed (Baseline),1,126,22.403386812067815,31.385396946609298,8.982010134541484,0.0023992928119718868,0
Fixed (Baseline),1,127,22.410734336213366,31.38537818289537,8.974643846682005,0.002639222093169076,0
Fixed (Baseline),1,128,22.40984607628269,31.38347322206355,8.973627145780862,0.0029031443024859836,0
Fixed (Baseline),1,129,22.418011871698322,31.383397033791553,8.96538516209323,0.0031934587327345824,0
Fixed (Baseline),1,130,22.426511321963773,31.38328937505844,8.956778053094665,0.003512804606008041,0
Fixed (Baseline),1,131,22.43384657718888,31.38266955734137,8.948822980152489,0.0038640850666088454,0
Fixed (Baseline),1,132,22.442273146254628,31.382271939649748,8.939998793395121,0.0042504935732697305,0
